
His administration will be judged by ACTUAL results, NOT by any media narrative. 

#ImmigrationOrder #MAGA #immigrati??,https://twitter.com/Brena1899/status/831300125100273664,Wed Jun 15 14:35:31 +0000 2011,Brena1899,true,I want ALL my rights as guaranteed by the U.S. Constitution!! Nothing less.,3296,46,222,0,Florida",,
Tue Feb 14 00:32:39 +0000 2017,,0,en,,RT @GMA: Seattle federal district court issues preliminary injunction blocking Pres. Trump's immigration order indefinitely: https://t.co/9??https://twitter.com/IttoUsagi/status/831300083412983808,IttoUsagi,http://www.facebook.com/AaronVSteimle
Tue Feb 14 00:32:36 +0000 2017,,0,en,,"RT @sacca: Natural born US citizen. NASA worker.

Detained until he gave the border patrol his phone and PIN.

You angry yet? https://t.co/??,https://twitter.com/shawnjjstewart/status/831300073388650498,Tue Jun 11 13:49:37 +0000 2013,shawnjjstewart,false,political junkie",Shawn Stewart,
Tue Feb 14 00:32:33 +0000 2017,,1,en,FALSE,"This man is a Conspiracy Touting Traitor. Needs to be Removed. Even our Military KNOWS THIS, Share with a friend. https://t.co/knuAVVgMOx",United States,
Tue Feb 14 00:32:35 +0000 2017,travelban hardball,0,en,,"RT @hardball: ""Who can be the umpire if it isn't the courts?"" @HardballChris #travelban #hardball",,
Tue Feb 14 00:32:33 +0000 2017,,0,en,,"RT @AnnCoulter: Good article on travel ban by a Never-Trumper: ""It?ôs safe to say no court wld have treated any other Pres this way."" https:??,https://twitter.com/costofholly/status/831300057160880128,Mon Nov 21 22:35:37 +0000 2016,costofholly,false,,19986,170,17,0,,Holly of Hollies ?ÑÔ?,costofholly,46913,,,false
,Tue Feb 14 00:32:52 +0000 2017,,https://twitter.com/realDonaldTrump/status/829414457126313986/photo/1,,0,831300139935551488,,,,en,,false,23704,829414457126313986,realDonaldTrump,<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>""",0,44
Tue Feb 14 00:32:21 +0000 2017,,0,en,,RT @ABC: Seattle federal district court issues preliminary injunction blocking Pres. Trump's immigration order indefinitely. https://t.co/v??https://twitter.com/BrettSmithJr/status/831300009886879749,Brett ?úÔ?,
Tue Feb 14 00:32:48 +0000 2017,,0,en,,RT @DineshDSouza: The Muslim Olympian who was supposedly detained under Trump's travel ban was actually detained by...Obama https://t.co/zU??https://twitter.com/911_lromero/status/831300122826809344,Lyn,
Tue Feb 14 00:32:33 +0000 2017,,0,en,FALSE,RT @RogueNASA: A US-born NASA scientist was detained at the border until he unlocked his phone https://t.co/rdby6A8xN3,"Space Coast, United States",
Tue Feb 14 00:32:38 +0000 2017,,0,en,,"RT @charlie_savage: Republican National Committee (aka ""Trump Headquarters"") raising money by attacking the judiciary after the 9th Circuit??,https://twitter.com/indivisibletx03/status/831300080338616320,Sun Jan 15 19:39:45 +0000 2017,indivisibletx03,false,#FBR #DefendDACA @DemsWork4USA #dempartyplatform #BlackLivesMatter #LGBTQIA ally?è≥Ô∏è‚Äç??follow #DemForce news @cutthetreacle @indvsbletxlege @indivisibleatx,15157,3025,4424,47,Collin County",,
Tue Feb 14 00:32:56 +0000 2017,attorneygeneral,1,en,FALSE,Proud she is our #attorneygeneral. https://t.co/V79Dox60uf,"Cambridge, MA",
Tue Feb 14 00:32:40 +0000 2017,,0,en,,RT @DineshDSouza: The Muslim Olympian who was supposedly detained under Trump's travel ban was actually detained by...Obama https://t.co/zU??https://twitter.com/bo2k_now/status/831300086256771072,"Armchair Pundit ... America, Love It or Leave It!",
Tue Feb 14 00:32:35 +0000 2017,Seattle WA News,0,en,FALSE,"Immigrant-ban lawsuit by Washington, Minnesota to proceed, Seattle judge rules https://t.co/2PGZCDuo2R #Seattle #WA #News",Seattle & Worldwide,
Tue Feb 14 00:32:55 +0000 2017,Virginia4All NoBanNoWall,0,en,FALSE,RT @jasmarlee: I'll take all the good news I can get. #Virginia4All #NoBanNoWall https://t.co/ZxSm6m2dG0,Wondaland,
Tue Feb 14 00:32:19 +0000 2017,,0,en,FALSE,RNC is mainline Republican. Asking actual constitutional conservatives to stand and be counted. https://t.co/fa39Itvtp2,"Neighborhood 10, Cambridge",
Tue Feb 14 00:32:56 +0000 2017,,0,en,,"RT @charlie_savage: Republican National Committee (aka ""Trump Headquarters"") raising money by attacking the judiciary after the 9th Circuit??,https://twitter.com/shanaban52/status/831300155806621696,Sun Jul 19 12:36:40 +0000 2009,shanaban52,false,#Indivisible. #ResistTrump #TrumpRussia #donthecon #WeAreThePatriots?á∫?á∏,402640,1506,1180,6,Danville",,
Tue Feb 14 00:32:54 +0000 2017,GRAMMYs,0,en,,"RT @Variety: .@BustaRhymes: ""I want to thank President Agent Orange for your unsuccessful attempt at the Muslim ban. #GRAMMYs https://t.co/??,https://twitter.com/ladyisbeauty29/status/831300148923871233,Fri Aug 10 01:03:36 +0000 2012,ladyisbeauty29,false,#Islam ???èæ???èæ #MuslimAndProud ???èæ?åπ#ChildDevelopment ?ë¶?èæ?? I ?§Ô?classic TV",ladyisbeauty29,FALSE
Tue Feb 14 00:32:25 +0000 2017,,0,en,FALSE,Donald Trump Won't Be Seeing Anyone In Court Over His Travel Ban Just Yet https://t.co/LmqHcbaPxy https://t.co/bPxCdBcson,Maroc,
Tue Feb 14 00:32:21 +0000 2017,BREAKING Trump,0,en,FALSE,RT @FoxBusiness: #BREAKING News: Seattle judge says suit against #Trump travel ban can proceed in lower court. https://t.co/Hl0Q1jLktT,"Florida, USA",
Tue Feb 14 00:32:29 +0000 2017,,0,en,FALSE,RT @businessinsider: Trump administration to appeal Seattle federal judge's review of travel ban https://t.co/pZpcvhRs80 https://t.co/TBm19??https://twitter.com/HumblePips/status/831300040148688897,Pipsy,
Tue Feb 14 00:32:30 +0000 2017,ImmigrationOrder MAGA,0,en,,"RT @Lrihendry: TRUMP

His administration will be judged by ACTUAL results, NOT by any media narrative. 

#ImmigrationOrder #MAGA #immigrati??,https://twitter.com/LennaLennaj/status/831300044468805632,Sun Sep 23 01:59:24 +0000 2012,LennaLennaj,false,,5066,103,487,2,,LJo,LennaLennaj,6606,,,false
,Tue Feb 14 00:32:19 +0000 2017,WakeUpAmerica TravelBan MAGA AmericaFirst,,https://twitter.com/ivotedtrump/status/831207129109393409,0,831300000084787201,,,,en,,false,15,831298389950226432,BarbMuenchen,<a href=""""http://twitter.com/download/android"""" rel=""""nofollow"""">Twitter for Android</a>""",137,260297
Tue Feb 14 00:32:57 +0000 2017,,0,en,,"RT @charlie_savage: Republican National Committee (aka ""Trump Headquarters"") raising money by attacking the judiciary after the 9th Circuit??,https://twitter.com/PhotosbyScout/status/831300159552241664,Mon Jan 10 14:19:17 +0000 2011,PhotosbyScout,false,Mother",1900,Fingerlakesfan
